Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-79.4,43.67,TORONTO,6158350,1862-01-01,1862,1,1,,7.2,,0,,3.6,,14.4,,0,,0,T,0.3,,0.3,,,,,,,
-79.4,43.67,TORONTO,6158350,1862-01-02,1862,1,2,,-7.2,,-10,,-8.6,,26.6,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1862-01-03,1862,1,3,,-13.3,,-19.4,,-16.4,,34.4,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1862-01-04,1862,1,4,,-11.7,,-18.9,,-15.3,,33.3,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1862-01-05,1862,1,5,,-6.7,,-17.2,,-12,,30,,0,,0,,2.5,,2.5,,,,,,,
-79.4,43.67,TORONTO,6158350,1862-01-06,1862,1,6,,-5.6,,-11.7,,-8.7,,26.7,,0,,0,,0.8,,0.8,,,,,,,
-79.4,43.67,TORONTO,6158350,1862-01-07,1862,1,7,,-1.1,,-10.6,,-5.9,,23.9,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1862-01-08,1862,1,8,,3.3,,-8.3,,-2.5,,20.5,,0,,0,,1.3,,1.3,,,,,,,
-79.4,43.67,TORONTO,6158350,1862-01-09,1862,1,9,,2.8,,-1.7,,0.6,,17.4,,0,,0.3,,0,,0.3,,,,,,,
-79.4,43.67,TORONTO,6158350,1862-01-10,1862,1,10,,6.1,,1.7,,3.9,,14.1,,0,,1.5,,0,,1.5,,,,,,,
-79.4,43.67,TORONTO,6158350,1862-01-11,1862,1,11,,-2.2,,-10.6,,-6.4,,24.4,,0,,0,,7.6,,7.6,,,,,,,
-79.4,43.67,TORONTO,6158350,1862-01-12,1862,1,12,,0,,-10.6,,-5.3,,23.3,,0,,1.3,,0.5,,1.8,,,,,,,
-79.4,43.67,TORONTO,6158350,1862-01-13,1862,1,13,,-13.9,,-16.7,,-15.3,,33.3,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1862-01-14,1862,1,14,,-4.4,,-18.9,,-11.7,,29.7,,0,,0,,10.2,,10.2,,,,,,,
-79.4,43.67,TORONTO,6158350,1862-01-15,1862,1,15,,0.6,,-11.1,,-5.3,,23.3,,0,,0,,6.4,,6.4,,,,,,,
-79.4,43.67,TORONTO,6158350,1862-01-16,1862,1,16,,-6.7,,-8.9,,-7.8,,25.8,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1862-01-17,1862,1,17,,-4.4,,-16.7,,-10.6,,28.6,,0,,0,,3.8,,3.8,,,,,,,
-79.4,43.67,TORONTO,6158350,1862-01-18,1862,1,18,,-3.3,,-6.1,,-4.7,,22.7,,0,,0,,7.6,,7.6,,,,,,,
-79.4,43.67,TORONTO,6158350,1862-01-19,1862,1,19,,-3.3,,-6.7,,-5,,23,,0,,0,,3.8,,3.8,,,,,,,
-79.4,43.67,TORONTO,6158350,1862-01-20,1862,1,20,,-2.8,,-6.7,,-4.8,,22.8,,0,,0,,1.3,,1.3,,,,,,,
-79.4,43.67,TORONTO,6158350,1862-01-21,1862,1,21,,-1.7,,-9.4,,-5.6,,23.6,,0,,0,,1.3,,1.3,,,,,,,
-79.4,43.67,TORONTO,6158350,1862-01-22,1862,1,22,,0.6,,-4.4,,-1.9,,19.9,,0,,0,,0.5,,0.5,,,,,,,
-79.4,43.67,TORONTO,6158350,1862-01-23,1862,1,23,,0,,-3.9,,-2,,20,,0,,0,,0.3,,0.3,,,,,,,
-79.4,43.67,TORONTO,6158350,1862-01-24,1862,1,24,,0,,-3.3,,-1.7,,19.7,,0,,0,,3.8,,3.8,,,,,,,
-79.4,43.67,TORONTO,6158350,1862-01-25,1862,1,25,,0,,-5.6,,-2.8,,20.8,,0,,0,,12.7,,12.7,,,,,,,
-79.4,43.67,TORONTO,6158350,1862-01-26,1862,1,26,,-3.3,,-5,,-4.2,,22.2,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1862-01-27,1862,1,27,,-2.8,,-15,,-8.9,,26.9,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1862-01-28,1862,1,28,,-1.7,,-9.4,,-5.6,,23.6,,0,,0,T,5.1,,5.1,,,,,,,
-79.4,43.67,TORONTO,6158350,1862-01-29,1862,1,29,,2.2,,-7.2,,-2.5,,20.5,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1862-01-30,1862,1,30,,-1.1,,-6.7,,-3.9,,21.9,,0,,0,,0,T,0,T,,,,,,
-79.4,43.67,TORONTO,6158350,1862-01-31,1862,1,31,,-1.1,,-12.8,,-7,,25,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1862-02-01,1862,2,1,,1.1,,-4.4,,-1.7,,19.7,,0,,0,,0,T,0,T,,,,,,
-79.4,43.67,TORONTO,6158350,1862-02-02,1862,2,2,,-2.2,,-10,,-6.1,,24.1,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1862-02-03,1862,2,3,,-4.4,,-13.3,,-8.9,,26.9,,0,,0,,3,,3,,,,,,,
-79.4,43.67,TORONTO,6158350,1862-02-04,1862,2,4,,-3.9,,-8.3,,-6.1,,24.1,,0,,0,,2.5,,2.5,,,,,,,
-79.4,43.67,TORONTO,6158350,1862-02-05,1862,2,5,,0.6,,-12.2,,-5.8,,23.8,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1862-02-06,1862,2,6,,3.3,,-1.7,,0.8,,17.2,,0,,3.3,,1.3,,4.6,,,,,,,
-79.4,43.67,TORONTO,6158350,1862-02-07,1862,2,7,,-0.6,,-2.8,,-1.7,,19.7,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1862-02-08,1862,2,8,,-6.1,,-11.1,,-8.6,,26.6,,0,,0,,2.5,,2.5,,,,,,,
-79.4,43.67,TORONTO,6158350,1862-02-09,1862,2,9,,-5.6,,-10,,-7.8,,25.8,,0,,0,,1,,1,,,,,,,
-79.4,43.67,TORONTO,6158350,1862-02-10,1862,2,10,,-3.3,,-11.7,,-7.5,,25.5,,0,,0,,0,T,0,T,,,,,,
-79.4,43.67,TORONTO,6158350,1862-02-11,1862,2,11,,0,,-6.7,,-3.4,,21.4,,0,,0,,6.4,,6.4,,,,,,,
