Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-79.4,43.67,TORONTO,6158350,1911-01-01,1911,1,1,,3.9,,-3.9,,0,,18,,0,,2.8,,0,,2.8,,,,,,,
-79.4,43.67,TORONTO,6158350,1911-01-02,1911,1,2,,6.7,,-0.6,,3.1,,14.9,,0,,0,T,0,,0,T,,,,,,
-79.4,43.67,TORONTO,6158350,1911-01-03,1911,1,3,,-0.6,,-10.6,,-5.6,,23.6,,0,,0,,1,,1,,,,,,,
-79.4,43.67,TORONTO,6158350,1911-01-04,1911,1,4,,-6.7,,-17.8,,-12.3,,30.3,,0,,0,,0.3,,0.3,,,,,,,
-79.4,43.67,TORONTO,6158350,1911-01-05,1911,1,5,,-6.7,,-13.9,,-10.3,,28.3,,0,,0,,0,T,0,T,,,,,,
-79.4,43.67,TORONTO,6158350,1911-01-06,1911,1,6,,-6.7,,-13.3,,-10,,28,,0,,0,,10.4,,10.4,,,,,,,
-79.4,43.67,TORONTO,6158350,1911-01-07,1911,1,7,,1.7,,-7.8,,-3.1,,21.1,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1911-01-08,1911,1,8,,4.4,,0,,2.2,,15.8,,0,,3,,0,,3,,,,,,,
-79.4,43.67,TORONTO,6158350,1911-01-09,1911,1,9,,2.2,,-9.4,,-3.6,,21.6,,0,,0,,0,T,0,T,,,,,,
-79.4,43.67,TORONTO,6158350,1911-01-10,1911,1,10,,2.8,,-11.7,,-4.5,,22.5,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1911-01-11,1911,1,11,,5.6,,0.6,,3.1,,14.9,,0,,9.4,,0.8,,10.2,,,,,,,
-79.4,43.67,TORONTO,6158350,1911-01-12,1911,1,12,,1.7,,-6.7,,-2.5,,20.5,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1911-01-13,1911,1,13,,1.1,,-6.1,,-2.5,,20.5,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1911-01-14,1911,1,14,,0,,-5,,-2.5,,20.5,,0,,0.5,,0,,0.5,,,,,,,
-79.4,43.67,TORONTO,6158350,1911-01-15,1911,1,15,,1.1,,-6.7,,-2.8,,20.8,,0,,0,,0.3,,0.3,,,,,,,
-79.4,43.67,TORONTO,6158350,1911-01-16,1911,1,16,,-6.7,,-18.9,,-12.8,,30.8,,0,,0,,0,T,0,T,,,,,,
