Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-79.4,43.67,TORONTO,6158350,1874-01-01,1874,1,1,,3.9,,-3.9,,0,,18,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1874-01-02,1874,1,2,,3.9,,1.1,,2.5,,15.5,,0,,0,T,0,,0,T,,,,,,
-79.4,43.67,TORONTO,6158350,1874-01-03,1874,1,3,,8.9,,2.2,,5.6,,12.4,,0,,0.3,,0,,0.3,,,,,,,
-79.4,43.67,TORONTO,6158350,1874-01-04,1874,1,4,,14.4,,-2.2,,6.1,,11.9,,0,,0,T,0,,0,T,,,,,,
-79.4,43.67,TORONTO,6158350,1874-01-05,1874,1,5,,-1.1,,-4.4,,-2.8,,20.8,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1874-01-06,1874,1,6,,-0.6,,-6.7,,-3.7,,21.7,,0,,0.3,,5.1,,5.3,,,,,,,
-79.4,43.67,TORONTO,6158350,1874-01-07,1874,1,7,,0.6,,-5.6,,-2.5,,20.5,,0,,22.1,,0,,22.1,,,,,,,
-79.4,43.67,TORONTO,6158350,1874-01-08,1874,1,8,,1.7,,-1.7,,0,,18,,0,,2.8,,0,T,2.8,,,,,,,
-79.4,43.67,TORONTO,6158350,1874-01-09,1874,1,9,,2.2,,-4.4,,-1.1,,19.1,,0,,3.8,,1.3,,5.1,,,,,,,
-79.4,43.67,TORONTO,6158350,1874-01-10,1874,1,10,,1.7,,-1.7,,0,,18,,0,,0,,0.3,,0.3,,,,,,,
