Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-79.4,43.67,TORONTO,6158350,1864-01-01,1864,1,1,,1.1,,-13.3,,-6.1,,24.1,,0,,0,,0.5,,0.5,,,,,,,
-79.4,43.67,TORONTO,6158350,1864-01-02,1864,1,2,,-16.1,,-22.8,,-19.5,,37.5,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1864-01-03,1864,1,3,,-10.6,,-18.3,,-14.5,,32.5,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1864-01-04,1864,1,4,,-8.9,,-12.2,,-10.6,,28.6,,0,,0,,5.1,,5.1,,,,,,,
-79.4,43.67,TORONTO,6158350,1864-01-05,1864,1,5,,-6.7,,-12.2,,-9.5,,27.5,,0,,0,,7.6,,7.6,,,,,,,
-79.4,43.67,TORONTO,6158350,1864-01-06,1864,1,6,,-8.9,,-11.1,,-10,,28,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1864-01-07,1864,1,7,,-8.3,,-16.7,,-12.5,,30.5,,0,,0,,0,T,0,T,,,,,,
-79.4,43.67,TORONTO,6158350,1864-01-08,1864,1,8,,-10,,-14.4,,-12.2,,30.2,,0,,0,,0,T,0,T,,,,,,
-79.4,43.67,TORONTO,6158350,1864-01-09,1864,1,9,,-9.4,,-14.4,,-11.9,,29.9,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1864-01-10,1864,1,10,,-7.2,,-14.4,,-10.8,,28.8,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1864-01-11,1864,1,11,,-5.6,,-11.7,,-8.7,,26.7,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1864-01-12,1864,1,12,,1.1,,-8.9,,-3.9,,21.9,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1864-01-13,1864,1,13,,2.2,,-3.3,,-0.6,,18.6,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1864-01-14,1864,1,14,,2.2,,-6.7,,-2.3,,20.3,,0,,0,,5.1,,5.1,,,,,,,
-79.4,43.67,TORONTO,6158350,1864-01-15,1864,1,15,,1.7,,-1.1,,0.3,,17.7,,0,,0,,7.6,,7.6,,,,,,,
-79.4,43.67,TORONTO,6158350,1864-01-16,1864,1,16,,0,,-8.9,,-4.5,,22.5,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1864-01-17,1864,1,17,,3.3,,-4.4,,-0.6,,18.6,,0,,0,,1.3,,1.3,,,,,,,
-79.4,43.67,TORONTO,6158350,1864-01-18,1864,1,18,,1.7,,0,,0.9,,17.1,,0,,0,,10.2,,10.2,,,,,,,
-79.4,43.67,TORONTO,6158350,1864-01-19,1864,1,19,,-1.7,,-3.9,,-2.8,,20.8,,0,,0,,25.4,,25.4,,,,,,,
-79.4,43.67,TORONTO,6158350,1864-01-20,1864,1,20,,-2.8,,-8.9,,-5.9,,23.9,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1864-01-21,1864,1,21,,0,,-15,,-7.5,,25.5,,0,,0,,1.3,,1.3,,,,,,,
-79.4,43.67,TORONTO,6158350,1864-01-22,1864,1,22,,1.7,,-7.8,,-3.1,,21.1,,0,,0,,0.3,,0.3,,,,,,,
-79.4,43.67,TORONTO,6158350,1864-01-23,1864,1,23,,5.6,,-7.8,,-1.1,,19.1,,0,,0,T,0,,0,T,,,,,,
-79.4,43.67,TORONTO,6158350,1864-01-24,1864,1,24,,6.7,,1.7,,4.2,,13.8,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1864-01-25,1864,1,25,,4.4,,-1.7,,1.4,,16.6,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1864-01-26,1864,1,26,,3.3,,1.1,,2.2,,15.8,,0,,0,T,0,,0,T,,,,,,
-79.4,43.67,TORONTO,6158350,1864-01-27,1864,1,27,,6.1,,-1.1,,2.5,,15.5,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1864-01-28,1864,1,28,,6.7,,-2.8,,2,,16,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1864-01-29,1864,1,29,,3.3,,-1.1,,1.1,,16.9,,0,,0.5,,0,,0.5,,,,,,,
-79.4,43.67,TORONTO,6158350,1864-01-30,1864,1,30,,0,,-5.6,,-2.8,,20.8,,0,,5.8,,2.5,,8.4,,,,,,,
-79.4,43.67,TORONTO,6158350,1864-01-31,1864,1,31,,2.8,,-2.8,,0,,18,,0,,23.4,,0,T,23.4,,,,,,,
-79.4,43.67,TORONTO,6158350,1864-02-01,1864,2,1,,6.1,,-2.2,,2,,16,,0,,9.4,,0,,9.4,,,,,,,
-79.4,43.67,TORONTO,6158350,1864-02-02,1864,2,2,,3.3,,1.1,,2.2,,15.8,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1864-02-03,1864,2,3,,1.7,,-2.2,,-0.3,,18.3,,0,,0,,0.5,,0.5,,,,,,,
-79.4,43.67,TORONTO,6158350,1864-02-04,1864,2,4,,2.2,,-3.9,,-0.9,,18.9,,0,,0,,2.5,,2.5,,,,,,,
-79.4,43.67,TORONTO,6158350,1864-02-05,1864,2,5,,2.2,,-0.6,,0.8,,17.2,,0,,0,,0.5,,0.5,,,,,,,
-79.4,43.67,TORONTO,6158350,1864-02-06,1864,2,6,,-0.6,,-2.8,,-1.7,,19.7,,0,,0,,7.6,,7.6,,,,,,,
-79.4,43.67,TORONTO,6158350,1864-02-07,1864,2,7,,1.1,,-6.7,,-2.8,,20.8,,0,,0,,1.3,,1.3,,,,,,,
-79.4,43.67,TORONTO,6158350,1864-02-08,1864,2,8,,-1.7,,-3.3,,-2.5,,20.5,,0,,0,,0.3,,0.3,,,,,,,
-79.4,43.67,TORONTO,6158350,1864-02-09,1864,2,9,,-7.2,,-13.3,,-10.3,,28.3,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1864-02-10,1864,2,10,,-8.9,,-18.3,,-13.6,,31.6,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1864-02-11,1864,2,11,,2.2,,-18.9,,-8.4,,26.4,,0,,0,,0.3,,0.3,,,,,,,
-79.4,43.67,TORONTO,6158350,1864-02-12,1864,2,12,,1.7,,-5,,-1.7,,19.7,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1864-02-13,1864,2,13,,3.9,,-2.2,,0.9,,17.1,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1864-02-14,1864,2,14,,0.6,,-5.6,,-2.5,,20.5,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1864-02-15,1864,2,15,,0,,-11.7,,-5.9,,23.9,,0,,0,,1.3,,1.3,,,,,,,
-79.4,43.67,TORONTO,6158350,1864-02-16,1864,2,16,,-5.6,,-10,,-7.8,,25.8,,0,,0,,3,,3,,,,,,,
-79.4,43.67,TORONTO,6158350,1864-02-17,1864,2,17,,-16.7,,-26.1,,-21.4,,39.4,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1864-02-18,1864,2,18,,-13.9,,-21.7,,-17.8,,35.8,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1864-02-19,1864,2,19,,-5.6,,-21.7,,-13.7,,31.7,,0,,0,,0.3,,0.3,,,,,,,
-79.4,43.67,TORONTO,6158350,1864-02-20,1864,2,20,,0,,-11.1,,-5.6,,23.6,,0,,0,,0.3,,0.3,,,,,,,
-79.4,43.67,TORONTO,6158350,1864-02-21,1864,2,21,,2.8,,-2.8,,0,,18,,0,,0,,0,,0,,,,,,,
