Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-79.4,43.67,TORONTO,6158350,1955-01-01,1955,1,1,,5,,1.7,,3.4,,14.6,,0,,12.7,,0,,12.7,,1,,,,,
-79.4,43.67,TORONTO,6158350,1955-01-02,1955,1,2,,6.1,,0,,3.1,,14.9,,0,,0,,0,,0,,1,,,,,
-79.4,43.67,TORONTO,6158350,1955-01-03,1955,1,3,,5,,-1.7,,1.7,,16.3,,0,,0,T,0,,0,T,0,,,,,
-79.4,43.67,TORONTO,6158350,1955-01-04,1955,1,4,,0.6,,-2.8,,-1.1,,19.1,,0,,0,,0,,0,,0,,,,,
-79.4,43.67,TORONTO,6158350,1955-01-05,1955,1,5,,2.2,,-4.4,,-1.1,,19.1,,0,,4.6,,0,T,4.6,,0,,,,,
-79.4,43.67,TORONTO,6158350,1955-01-06,1955,1,6,,0.6,,-1.1,,-0.3,,18.3,,0,,0,,0,T,0,T,0,,,,,
-79.4,43.67,TORONTO,6158350,1955-01-07,1955,1,7,,-1.7,,-3.9,,-2.8,,20.8,,0,,0,,0,T,0,T,0,,,,,
-79.4,43.67,TORONTO,6158350,1955-01-08,1955,1,8,,1.1,,-3.3,,-1.1,,19.1,,0,,0,,0,T,0,T,0,,,,,
-79.4,43.67,TORONTO,6158350,1955-01-09,1955,1,9,,1.7,,-1.1,,0.3,,17.7,,0,,0,,6.6,,6.6,,4,,,,,
-79.4,43.67,TORONTO,6158350,1955-01-10,1955,1,10,,0.6,,-3.3,,-1.4,,19.4,,0,,0,,0,T,0,T,0,,,,,
-79.4,43.67,TORONTO,6158350,1955-01-11,1955,1,11,,-1.7,,-5,,-3.4,,21.4,,0,,0,,0,,0,,0,,,,,
-79.4,43.67,TORONTO,6158350,1955-01-12,1955,1,12,,-2.2,,-5.6,,-3.9,,21.9,,0,,0,,0,T,0,T,3,,,,,
-79.4,43.67,TORONTO,6158350,1955-01-13,1955,1,13,,-2.8,,-10,,-6.4,,24.4,,0,,0,,0,T,0,T,0,,,,,
-79.4,43.67,TORONTO,6158350,1955-01-14,1955,1,14,,0.6,,-7.2,,-3.3,,21.3,,0,,0,T,1.5,,1.5,,0,,,,,
-79.4,43.67,TORONTO,6158350,1955-01-15,1955,1,15,,2.8,,-5,,-1.1,,19.1,,0,,0,,0,T,0,T,0,,,,,
-79.4,43.67,TORONTO,6158350,1955-01-16,1955,1,16,,-1.1,,-4.4,,-2.8,,20.8,,0,,0,,0,T,0,T,3,,,,,
-79.4,43.67,TORONTO,6158350,1955-01-17,1955,1,17,,-5,,-11.1,,-8.1,,26.1,,0,,0,,0,T,0,T,3,,,,,
-79.4,43.67,TORONTO,6158350,1955-01-18,1955,1,18,,-2.8,,-10,,-6.4,,24.4,,0,,0,,0,T,0,T,2,,,,,
-79.4,43.67,TORONTO,6158350,1955-01-19,1955,1,19,,-5.6,,-11.1,,-8.4,,26.4,,0,,0,,0,,0,,1,,,,,
-79.4,43.67,TORONTO,6158350,1955-01-20,1955,1,20,,-4.4,,-12.2,,-8.3,,26.3,,0,,0,,0,,0,,1,,,,,
-79.4,43.67,TORONTO,6158350,1955-01-21,1955,1,21,,2.2,,-10,,-3.9,,21.9,,0,,0,,2.8,,2.8,,4,,,,,
-79.4,43.67,TORONTO,6158350,1955-01-22,1955,1,22,,3.3,,-1.1,,1.1,,16.9,,0,,0,,0,T,0,T,3,,,,,
-79.4,43.67,TORONTO,6158350,1955-01-23,1955,1,23,,-2.8,,-6.7,,-4.8,,22.8,,0,,0,,0,,0,,1,,,,,
-79.4,43.67,TORONTO,6158350,1955-01-24,1955,1,24,,-2.2,,-7.8,,-5,,23,,0,,0,,0,T,0,T,1,,,,,
