Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-79.4,43.67,TORONTO,6158350,1924-01-01,1924,1,1,,-5.6,,-10.6,,-8.1,,26.1,,0,,0,,2,,2,,,,,,,
-79.4,43.67,TORONTO,6158350,1924-01-02,1924,1,2,,0.6,,-13.3,,-6.4,,24.4,,0,,0,T,2.5,,2.5,,,,,,,
-79.4,43.67,TORONTO,6158350,1924-01-03,1924,1,3,,1.1,,-6.7,,-2.8,,20.8,,0,,0,,15.7,,15.7,,,,,,,
-79.4,43.67,TORONTO,6158350,1924-01-04,1924,1,4,,-6.7,,-11.7,,-9.2,,27.2,,0,,0,,2.5,,2.5,,,,,,,
-79.4,43.67,TORONTO,6158350,1924-01-05,1924,1,5,,-7.2,,-15,,-11.1,,29.1,,0,,0,,9.1,,9.1,,,,,,,
-79.4,43.67,TORONTO,6158350,1924-01-06,1924,1,6,,-7.2,,-16.1,,-11.7,,29.7,,0,,0,,6.6,,6.6,,,,,,,
-79.4,43.67,TORONTO,6158350,1924-01-07,1924,1,7,,-2.8,,-8.9,,-5.9,,23.9,,0,,0,,0,T,0,T,,,,,,
-79.4,43.67,TORONTO,6158350,1924-01-08,1924,1,8,,2.2,,-5,,-1.4,,19.4,,0,,0,,0,T,0,T,,,,,,
-79.4,43.67,TORONTO,6158350,1924-01-09,1924,1,9,,6.1,,0,,3.1,,14.9,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1924-01-10,1924,1,10,,5.6,,0.6,,3.1,,14.9,,0,,17.3,,0,,17.3,,,,,,,
-79.4,43.67,TORONTO,6158350,1924-01-11,1924,1,11,,6.1,,-3.3,,1.4,,16.6,,0,,8.6,,0,T,8.6,,,,,,,
-79.4,43.67,TORONTO,6158350,1924-01-12,1924,1,12,,-0.6,,-4.4,,-2.5,,20.5,,0,,0,,0,T,0,T,,,,,,
-79.4,43.67,TORONTO,6158350,1924-01-13,1924,1,13,,-1.1,,-3.9,,-2.5,,20.5,,0,,0,,2.5,,2.5,,,,,,,
-79.4,43.67,TORONTO,6158350,1924-01-14,1924,1,14,,-2.2,,-9.4,,-5.8,,23.8,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1924-01-15,1924,1,15,,2.2,,-8.3,,-3.1,,21.1,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1924-01-16,1924,1,16,,6.1,,0,,3.1,,14.9,,0,,25.4,,1.5,,26.9,,,,,,,
-79.4,43.67,TORONTO,6158350,1924-01-17,1924,1,17,,4.4,,-7.8,,-1.7,,19.7,,0,,0,,0,T,0,T,,,,,,
-79.4,43.67,TORONTO,6158350,1924-01-18,1924,1,18,,-0.6,,-11.1,,-5.9,,23.9,,0,,0,,0,T,0,T,,,,,,
-79.4,43.67,TORONTO,6158350,1924-01-19,1924,1,19,,0.6,,-1.1,,-0.3,,18.3,,0,,0,,5.1,,5.1,,,,,,,
-79.4,43.67,TORONTO,6158350,1924-01-20,1924,1,20,,0,,-15,,-7.5,,25.5,,0,,0,,0,T,0,T,,,,,,
-79.4,43.67,TORONTO,6158350,1924-01-21,1924,1,21,,-15,,-19.4,,-17.2,,35.2,,0,,0,,0.3,,0.3,,,,,,,
-79.4,43.67,TORONTO,6158350,1924-01-22,1924,1,22,,-0.6,,-17.8,,-9.2,,27.2,,0,,0,,3,,3,,,,,,,
-79.4,43.67,TORONTO,6158350,1924-01-23,1924,1,23,,0.6,,-7.2,,-3.3,,21.3,,0,,0,,0,T,0,T,,,,,,
-79.4,43.67,TORONTO,6158350,1924-01-24,1924,1,24,,0.6,,-11.7,,-5.6,,23.6,,0,,0,,1.3,,1.3,,,,,,,
-79.4,43.67,TORONTO,6158350,1924-01-25,1924,1,25,,2.8,,-10.6,,-3.9,,21.9,,0,,0,,10.2,,10.2,,,,,,,
-79.4,43.67,TORONTO,6158350,1924-01-26,1924,1,26,,-10.6,,-20.6,,-15.6,,33.6,,0,,0,,1.5,,1.5,,,,,,,
-79.4,43.67,TORONTO,6158350,1924-01-27,1924,1,27,,-12.8,,-21.1,,-17,,35,,0,,0,,0,T,0,T,,,,,,
-79.4,43.67,TORONTO,6158350,1924-01-28,1924,1,28,,2.2,,-13.3,,-5.6,,23.6,,0,,0,,0,T,0,T,,,,,,
-79.4,43.67,TORONTO,6158350,1924-01-29,1924,1,29,,3.3,,1.7,,2.5,,15.5,,0,,0,T,0,T,0,T,,,,,,
-79.4,43.67,TORONTO,6158350,1924-01-30,1924,1,30,,5,,1.1,,3.1,,14.9,,0,,8.4,,0.3,,8.6,,,,,,,
-79.4,43.67,TORONTO,6158350,1924-01-31,1924,1,31,,2.8,,-3.9,,-0.6,,18.6,,0,,0,,0.3,,0.3,,,,,,,
-79.4,43.67,TORONTO,6158350,1924-02-01,1924,2,1,,1.7,,-3.3,,-0.8,,18.8,,0,,0,,0,T,0,T,,,,,,
-79.4,43.67,TORONTO,6158350,1924-02-02,1924,2,2,,1.7,,-4.4,,-1.4,,19.4,,0,,0.8,,4.1,,4.8,,,,,,,
-79.4,43.67,TORONTO,6158350,1924-02-03,1924,2,3,,-3.9,,-8.3,,-6.1,,24.1,,0,,0,T,1.3,,1.3,,,,,,,
-79.4,43.67,TORONTO,6158350,1924-02-04,1924,2,4,,-6.1,,-10.6,,-8.4,,26.4,,0,,0,,13.5,,13.5,,,,,,,
-79.4,43.67,TORONTO,6158350,1924-02-05,1924,2,5,,-2.8,,-9.4,,-6.1,,24.1,,0,,0,,9.1,,9.1,,,,,,,
-79.4,43.67,TORONTO,6158350,1924-02-06,1924,2,6,,0.6,,-3.3,,-1.4,,19.4,,0,,0,,0.3,,0.3,,,,,,,
-79.4,43.67,TORONTO,6158350,1924-02-07,1924,2,7,,-3.3,,-6.1,,-4.7,,22.7,,0,,0,,0.8,,0.8,,,,,,,
-79.4,43.67,TORONTO,6158350,1924-02-08,1924,2,8,,-5.6,,-13.3,,-9.5,,27.5,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1924-02-09,1924,2,9,,-2.8,,-15,,-8.9,,26.9,,0,,0,,2.5,,2.5,,,,,,,
-79.4,43.67,TORONTO,6158350,1924-02-10,1924,2,10,,-1.1,,-6.1,,-3.6,,21.6,,0,,0,,4.8,,4.8,,,,,,,
-79.4,43.67,TORONTO,6158350,1924-02-11,1924,2,11,,0.6,,-7.2,,-3.3,,21.3,,0,,0,,0.5,,0.5,,,,,,,
-79.4,43.67,TORONTO,6158350,1924-02-12,1924,2,12,,1.1,,-10,,-4.5,,22.5,,0,,0,,4.6,,4.6,,,,,,,
-79.4,43.67,TORONTO,6158350,1924-02-13,1924,2,13,,-7.2,,-17.8,,-12.5,,30.5,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1924-02-14,1924,2,14,,1.1,,-11.7,,-5.3,,23.3,,0,,0,,3.8,,3.8,,,,,,,
-79.4,43.67,TORONTO,6158350,1924-02-15,1924,2,15,,-1.7,,-12.2,,-7,,25,,0,,0,,0.5,,0.5,,,,,,,
-79.4,43.67,TORONTO,6158350,1924-02-16,1924,2,16,,-6.1,,-16.7,,-11.4,,29.4,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1924-02-17,1924,2,17,,-3.3,,-11.7,,-7.5,,25.5,,0,,0,,0.3,,0.3,,,,,,,
-79.4,43.67,TORONTO,6158350,1924-02-18,1924,2,18,,-4.4,,-11.7,,-8.1,,26.1,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1924-02-19,1924,2,19,,-7.2,,-13.3,,-10.3,,28.3,,0,,0,,5.1,,5.1,,,,,,,
-79.4,43.67,TORONTO,6158350,1924-02-20,1924,2,20,,-1.7,,-7.8,,-4.8,,22.8,,0,,0,,24.4,,24.4,,,,,,,
-79.4,43.67,TORONTO,6158350,1924-02-21,1924,2,21,,-6.1,,-10,,-8.1,,26.1,,0,,0,,6.6,,6.6,,,,,,,
-79.4,43.67,TORONTO,6158350,1924-02-22,1924,2,22,,-4.4,,-10,,-7.2,,25.2,,0,,0,,0.3,,0.3,,,,,,,
-79.4,43.67,TORONTO,6158350,1924-02-23,1924,2,23,,-7.8,,-17.8,,-12.8,,30.8,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1924-02-24,1924,2,24,,-4.4,,-18.9,,-11.7,,29.7,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1924-02-25,1924,2,25,,-1.7,,-15.6,,-8.7,,26.7,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1924-02-26,1924,2,26,,1.7,,-14.4,,-6.4,,24.4,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1924-02-27,1924,2,27,,3.9,,-12.2,,-4.2,,22.2,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1924-02-28,1924,2,28,,-0.6,,-4.4,,-2.5,,20.5,,0,,0,,0,T,0,T,,,,,,
-79.4,43.67,TORONTO,6158350,1924-02-29,1924,2,29,,-0.6,,-5,,-2.8,,20.8,,0,,0,,0,T,0,T,,,,,,
-79.4,43.67,TORONTO,6158350,1924-03-01,1924,3,1,,-2.8,,-7.8,,-5.3,,23.3,,0,,0,,0,T,0,T,,,,,,
